SampleID,Az_true,El_true,AzSector,ElSector,Sector,MUSIC_Az,MUSIC_El,GCC_Angle,ILD_dB,RMS_mean,FFT_PeakFreq,SpecEntropyNorm
216,-41.2641011091688,16.757529919685,Az_-50to-40,El_10to20,Az_-50to-40_El_10to20,-41,16,16.669560676877,0.00480222063965506-5.25908885949782i,0.291090657143953+0.000131478746249879i,2334.19921875,0.739067776382191
217,-48.9160873494231,14.9782569681912,Az_-50to-40,El_10to20,Az_-50to-40_El_10to20,-48,14,15.1442289340618,0.0214625257853892-6.28324003041796i,0.296646988526329+4.16741815208801e-05i,812.51953125,0.740111048569575
218,-41.5216224704444,17.7013264206714,Az_-50to-40,El_10to20,Az_-50to-40_El_10to20,-41,20,17.6983334648878,-0.0200939378050877-4.42536588158319i,0.314240606378971+8.25487857828572e-06i,1068.046875,0.736440434392153
219,-46.4786062364902,18.1198098642347,Az_-50to-40,El_10to20,Az_-50to-40_El_10to20,-46,18,17.9861687176597,-0.0170446501234751-5.30268927195168i,0.29872443526349-0.000132326898806358i,1019.23828125,0.741721023916205
220,-48.5579107096389,21.2285186888771,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-48,21,21.3861846776307,-0.0326124909394361-5.23618621585781i,0.308534954735201+0.000114015136726014i,2004.0234375,0.741164940559554
221,-41.8444058183452,21.2742468326837,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-42,19,21.230270734221,-0.0108360800217346-5.08078248577973i,0.296315646893215-0.00013802189237265i,2035.60546875,0.742370158175829
222,-41.7290446439081,25.3284266433872,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-40,24,25.5062714306129,0.00427733466301621-5.02876475660044i,0.299013001949343-2.41392118404959e-05i,1737.01171875,0.740706159199424
223,-46.3972003901212,20.911457825442,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-47,20,20.8012469423908,0.00927567979353335-4.40235788167251i,0.314730929358035-7.11090126652297e-05i,832.6171875,0.74238768932313
224,-41.1270449870591,25.9694227708454,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-41,26,26.2294552028578,-0.0021847052613853-5.00706601790633i,0.305718412639655-0.000189276256461611i,525.41015625,0.738344041247655
225,-48.7421128167962,27.0360594816115,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-47,23,27.0289822889377,-0.000718776732190591-4.15152182273243i,0.319080925643926-0.000131841242747441i,2308.359375,0.739906662208582
226,-41.4017605157151,23.5127035594453,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-41,23,23.470762594925,0.00169101446232159-4.96791783668769i,0.297216541953227+0.000547722894158602i,1194.375,0.741199521130601
227,-45.5727135450648,24.9227925207519,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-45,26,24.9616407337301,0.00102263658314522-4.72944617336863i,0.307001075696219+8.22629315761214e-05i,2268.1640625,0.737765941433474
228,-43.79363409202,29.1947694086951,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-44,30,28.8917019016774,0.00631658310781185-3.98997087192791i,0.313627893073431+0.000135372675188435i,1481.484375,0.737972691159302
229,-48.2021691160389,25.2087432461632,Az_-50to-40,El_20to30,Az_-50to-40_El_20to30,-49,-24,25.0811889039223,0.0342073721375199-4.82533484846351i,0.31316001526435-0.000353466876370244i,691.93359375,0.737404436805779
230,-47.0388359587457,31.6051849493752,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-45,32,31.7148428388447,0.0112740713183635-3.72713630986918i,0.314772337295808-0.000129315267339662i,935.9765625,0.739775578434311
231,-48.914110923565,38.6905507021873,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-50,38,39.1263857673692,-0.0251429920103819-3.80053172839066i,0.312552707570559+0.000177496621861999i,1068.046875,0.740377489733419
232,-41.243619650929,34.9950192141721,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-41,34,35.0529575287667,0.00211391519827547-3.83038193569781i,0.304270108305239+0.000180594293139526i,760.83984375,0.738189999228912
233,-48.7493289079612,31.9894008437996,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-49,32,32.011064864584,-0.00201576927650483-5.19067877633673i,0.309278422923013+5.12519687779628e-05i,1380.99609375,0.740697475234321
234,-46.2451733540298,37.670396232133,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-47,37,37.5704992306276,0.00486891722813679-3.83166887050143i,0.327509727864811-1.19722259280669e-06i,628.76953125,0.737442254711843
235,-46.1203617148745,37.3333293696702,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-46,38,37.3170840569276,0.00314427700165385-4.8223526507238i,0.308852107462431-1.11420075735655e-05i,2047.08984375,0.741386896462487
236,-42.2813164474167,32.9527935954995,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-40,34,33.2964176131333,0.0191660247441141-3.90499586479418i,0.318334601948691-0.000213933062001841i,2612.6953125,0.738230777092828
237,-45.2304090791247,34.452604639631,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-45,34,34.2277503973569,-0.0104224910047034-4.11315752334755i,0.319432996590385+9.54904720722044e-05i,1432.67578125,0.741707280211796
238,-45.8244698204942,30.6632628320329,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-47,30,30.706834882536,0.000376106917877348-3.8177686234761i,0.313239276100549+0.000533630144577128i,2018.37890625,0.738768405570993
239,-43.1925904411288,35.9037511431578,Az_-50to-40,El_30to40,Az_-50to-40_El_30to40,-42,35,35.9425814121076,0.000608028665060012-3.7003637639494i,0.317549558845407+0.000162205924218284i,1668.10546875,0.744047817358025
240,-43.6666111260015,41.0405851090291,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-43,41,41.147196406502,0.000514819294631157-4.1318377615885i,0.315874598598149+1.04203433522465e-05i,1016.3671875,0.740475701209015
241,-47.7996288319,40.5705977361078,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-47,40,40.4840013369472,-0.00367632048399322-3.78576336089616i,0.31232591596813-5.12530350031543e-05i,1360.8984375,0.737545280945833
242,-40.1277654078319,40.2531785416167,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-41,41,40.1660689315565,-0.010202240847389-3.84705205078503i,0.312959115323806+7.13781570806718e-05i,1375.25390625,0.736421215117497
243,-40.2732318863115,44.1792790811261,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-40,43,44.7964794676091,0.000895238999910381-4.09176589923283i,0.301663776362097-0.000126411883141823i,2081.54296875,0.74417190904701
244,-46.4139711692597,42.3622279493596,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-46,41,42.3253454546127,0.000546856974368621-3.28204360830273i,0.322302675013914-6.30746773236032e-05i,1378.125,0.739486131956035
245,-49.8416826910182,40.433193436892,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-50,41,40.3628542110322,-0.00856794327933497-3.78620417329083i,0.324455758181562+7.3946468669768e-05i,2055.703125,0.739011692438719
246,-47.8595871941328,41.7729787044477,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-47,42,41.6739561899078,-0.02010208279551-3.73104840031769i,0.307670540321705-0.000203832189555206i,1113.984375,0.741043038248592
247,-42.3666760938456,41.1986536380511,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-42,42,41.1487852562577,-0.0148293247918235-3.12410525905085i,0.320378420758978+0.000209659043584286i,2196.38671875,0.741059453646645
248,-40.1980606529047,42.6932879811594,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-40,42,42.7755069341341,0.00604718594193716-3.12897332277067i,0.31414455911463+0.000178349708893286i,1039.3359375,0.74264593117876
249,-47.4925937973992,44.2670226658523,Az_-50to-40,El_40to50,Az_-50to-40_El_40to50,-47,44,43.7288596461401,0.016034359605852-4.00021165211651i,0.314527175187075-0.000215011273844906i,1892.05078125,0.739813641517103
250,-36.2862052468143,7.7003862879419,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-37,7,7.60522106904813,0.0061681316067426-4.30543744848321i,0.306073775599934-9.12415251346013e-05i,1943.73046875,0.738896255798346
251,-39.9390883002023,7.07211525826241,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-39,4,7.38436371057363,-0.0372537137375787-4.17226618142774i,0.304047995903384-4.91849858482024e-05i,907.265625,0.740203704459627
252,-34.3331904782231,2.06275424538923,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-35,-0,2.05175460434569,-0.00287173723120507-3.92454384547358i,0.309594210705803-7.41085964831231e-05i,436.40625,0.739317777241148
253,-31.3590044294457,6.89473898842131,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-31,-0,6.96621140389865,0.0247006730809571-3.09267187402337i,0.309888160894054+0.00023094449476764i,864.19921875,0.737639497398736
254,-34.8693527378141,5.00233153616981,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-34,7,5.19091505750729,0.0167477712964252-4.36917527600888i,0.29781712260066-0.000344960626620691i,921.62109375,0.738874779142224
255,-33.0789590697362,4.18076717871642,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-33,10,4.27198788273818,0.00129778180546524-3.61913629684405i,0.314361690394721+8.52425364392118e-08i,1340.80078125,0.74459616900224
256,-39.9262491314193,9.04547272679152,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-40,4,8.90376094041413,-0.00993382663080186-5.060093268916i,0.300935733675744-6.21580186846438e-06i,2517.94921875,0.737344779895856
257,-35.278592669644,9.63942831485991,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-35,15,9.75230470540596,0.0085850517268239-4.01818060841803i,0.305444373249243+6.48280431566964e-05i,473.73046875,0.742003198447312
258,-39.7578247571115,1.6656252956037,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-40,-0,1.4845360595769,0.00556110715079669-4.55818369102241i,0.304587375669487-4.11977423172491e-05i,1053.69140625,0.741182297431594
259,-36.5872850226947,3.08496693834688,Az_-40to-30,El_0to10,Az_-40to-30_El_0to10,-37,5,3.0911532206102,-0.00147744201825605-5.19194652467424i,0.293664083477778+2.16621603757461e-05i,1843.2421875,0.739302577014781
260,-35.2665372796032,12.2347416187327,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-35,12,12.0740464073357,0.00356966686511572-4.71427631367222i,0.292719565301958+0.000123284582602377i,2199.2578125,0.741349784845965
261,-35.9719537560523,16.9673248052322,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-37,12,16.9710103238551,0.00580790015748385-4.07472241440851i,0.298712380642121-0.000102480873486938i,984.78515625,0.736918526901757
262,-32.7242995034327,17.5358468943169,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-33,18,17.6353306270445,0.00746047617213488-4.46247102652927i,0.292141000137743-6.20098813729764e-05i,1915.01953125,0.738164683297456
263,-34.4383750530243,11.7220892057557,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-34,10,11.7812876436434,-0.0084512798567946-4.31068923451615i,0.293637798881145+0.000189570643139861i,1082.40234375,0.740953449288642
264,-38.2639374254944,15.8646647828262,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-38,11,15.7775536883455,-0.035526996388307-3.621740849845i,0.30855786308134-0.000172250304042616i,2294.00390625,0.738699911637834
265,-34.6519015795585,12.049941877816,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-35,9,12.0303967035731,-0.00908800819758184-3.89583182250755i,0.297294478649705-5.74980890267543e-05i,2305.48828125,0.739192656914345
266,-33.083424911551,10.589960749487,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-34,7,10.5454286313199,-0.00532345854419368-4.47810587677138i,0.2952195972234+0.000286073851100202i,2342.8125,0.738490003679472
267,-35.0448763990932,16.9418011624881,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-35,17,16.7909641016388,-0.000694192294529394-3.48147460286574i,0.309545639834914-0.000299127857259884i,1444.16015625,0.737595652202765
268,-39.6900984113117,12.5407296459988,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-40,11,12.5196153128662,-0.00360871449018397-4.41215462876689i,0.30792948883296-2.48522185702232e-05i,697.67578125,0.737524980895147
269,-30.2112608710648,18.890499261354,Az_-40to-30,El_10to20,Az_-40to-30_El_10to20,-30,17,18.7998235854186,0.0139986599993865-2.85628565982367i,0.313425610417873-0.000165293820507895i,1584.84375,0.740929770673163
270,-35.0238036189093,22.6561891912328,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-35,21,22.7887307506001,-0.00109151770186371-3.5426031131963i,0.317968327339648-3.02094282400578e-06i,838.359375,0.740410346378537
271,-32.0367026787598,29.8531432917458,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-31,30,29.7760656860106,0.0307793405748057-2.84281888867362i,0.315921261763752+0.00011645318414643i,419.1796875,0.738577214913253
272,-38.2812824212831,21.5146079530837,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-38,21,21.3315598873626,0.00236130002673733-4.61941596018522i,0.302141717067339+3.78060051381829e-05i,2494.98046875,0.742899792871509
273,-34.8460150631493,27.4127865710064,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-35,27,27.3378837772391,0.00634224896566099-3.33900390475578i,0.316928145195355-0.000143636449361557i,2199.2578125,0.739488157979615
274,-32.2801309152366,20.4611137395151,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-32,22,20.1061717067802,0.0115445481529764-4.26940418105512i,0.298947792424096-0.000240889560947727i,1312.08984375,0.739221624040845
275,-34.4530106877249,23.2082809584545,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-34,23,23.3928822255049,0.000262349331216726-4.18370335237612i,0.302706003769859+0.000133114888251545i,1797.3046875,0.740168575660852
276,-38.382048552269,24.5633459119432,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-37,24,24.5391862940241,-0.00730629373880755-3.82042637929839i,0.307646309319821+0.00025271837922216i,568.4765625,0.739978774204233
277,-32.1668695387985,23.3707860041929,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-32,26,23.3485727421385,0.0154564889506956-3.64501388394735i,0.312330182196954-8.65414991714497e-06i,1355.15625,0.741215969696279
278,-30.4174456355124,20.3926132561794,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-31,20,20.356011382117,-0.00587934784376957-3.51313192946802i,0.301098006984267-3.58093121181693e-05i,1648.0078125,0.741107321904172
279,-39.2644791638078,25.2513511096367,Az_-40to-30,El_20to30,Az_-40to-30_El_20to30,-39,27,25.3857925063243,0.00466314255590765-4.90030898048996i,0.297871245588468+0.000283411106692152i,878.5546875,0.739214158107005
280,-32.7844561770091,38.4202389771982,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-32,38,38.5944055662271,-0.0105833458662086-3.533942222013i,0.311475139250918-7.67207578714277e-05i,1636.5234375,0.737567202162619
281,-34.9812747220642,34.564727883475,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-35,35,34.6054512153757,-0.00625338031294764-4.1797630751661i,0.295735905199487-0.000114301073813071i,2388.75,0.741745823398604
282,-30.5899231708094,35.5472187816154,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-31,36,35.5215456683844,-0.0060963291866314-3.28412935547405i,0.302699601663276+3.38270360708617e-05i,511.0546875,0.742713003907725
283,-32.4951105134129,39.5049067043036,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-32,41,39.427952433524,-0.0224565368223719-2.45814597755507i,0.314608027451929+9.84761369297732e-05i,2173.41796875,0.742919033002336
284,-37.0557504955458,31.8464730218054,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-37,31,31.7536093632978,0.0105671768928513-3.44055986521554i,0.31325786027658-0.000157127761057425i,1487.2265625,0.740617968038949
285,-38.4255727719229,34.0878705396633,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-39,35,34.0811522668662,-0.000989333077741357-4.33865969092267i,0.297040697890226+5.70895259468449e-05i,1843.2421875,0.743313335896635
286,-33.1414660048932,33.7774814730056,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-34,35,33.8844143722546,-0.0269749357811747-3.37989866173172i,0.310776266181037-0.000284533904392106i,2055.703125,0.738614071669891
287,-30.5576943554305,31.4578018482629,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-30,31,31.2722972082474,-0.00315589783099584-3.36370224560419i,0.29331188311529+3.13661878028407e-05i,2072.9296875,0.741328575096277
288,-39.3916729600097,37.6175790428725,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-40,38,37.6112390627682,0.000976801266703394-4.41062158720699i,0.31493303244595+0.00012169248386408i,1992.5390625,0.739950417463871
289,-30.7876216197306,33.5013870566982,Az_-40to-30,El_30to40,Az_-40to-30_El_30to40,-32,33,33.6207166768681,-0.00391096499091248-3.40562769345448i,0.312227884409277-3.43927713256156e-05i,1099.62890625,0.737142649495512
290,-30.2686691423658,40.3831728052201,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-30,40,40.3525491660907,-0.0203275972987925-3.36929358107934i,0.314155437891204-0.000120370729244736i,1415.44921875,0.7388483149838
291,-39.511870099841,44.0458179000834,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-41,44,44.2373512035834,-0.0212559256486917-3.83398546284876i,0.306427854355027-0.00029079640979579i,528.28125,0.737647989358457
292,-37.7950702513634,43.9153818180139,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-37,44,43.9476010872722,0.00385021137115399-3.60855071355615i,0.30780580930438-3.48530108476158e-05i,1854.7265625,0.741778085090921
293,-36.1376989858573,41.399203699905,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-36,41,41.3614189916272,0.00506577614466943-3.80257702689335i,0.305183144790581+4.29640173003898e-06i,918.75,0.739327279737159
294,-32.1381010294894,41.1481025898631,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-32,41,41.1901401512154,0.0101375527128372-2.36371614341115i,0.322931962299244+4.88745479451068e-05i,2276.77734375,0.740202033967952
295,-34.3646449876545,40.9163895170025,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-35,41,40.7255550636216,0.0140660415088699-3.51354482792787i,0.312328065723719+1.09688756952872e-05i,2250.9375,0.744229354476146
296,-33.2548370013837,41.2766840541477,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-33,42,41.1113592063218,0.0312962414628643-3.1706654848848i,0.309955265976002-5.23483319575455e-05i,1438.41796875,0.741171522257363
297,-32.8114268020844,43.2098104354967,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-33,44,43.3008422467226,0.0342504211089613-2.55849211994769i,0.318392027724339+0.000307626094709391i,970.4296875,0.741617522036955
298,-31.7289455905575,41.9504005147255,Az_-40to-30,El_40to50,Az_-40to-30_El_40to50,-31,42,41.795108571592,-0.0229029792318839-3.35277259825144i,0.315650289225637-0.000161128403898481i,689.0625,0.736836169216066
299,-24.3830078722363,1.96706097705131,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-25,7,1.87950372058047,-0.00573805444117501-2.81941307542156i,0.310708058782784-2.55983020206255e-05i,1478.61328125,0.737577999166862
300,-23.2182341252343,4.8743628281912,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-23,5,4.94836207741318,0.000937518228150959-2.96164598760345i,0.297688118635786+7.46200244394271e-05i,737.87109375,0.738842216299685
301,-28.3292265105921,1.1336316747262,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-28,3,1.07255130294834,0.000407155661841114-3.00207484537718i,0.310840885225067-9.72370119051921e-05i,2672.98828125,0.740863000125056
302,-29.5792918628559,8.23635522565095,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-30,12,8.09362179034637,0.00213920692651392-4.10231197532801i,0.301650436735232+8.37379870718274e-06i,924.4921875,0.735992226130678
303,-24.2458653210177,6.0985684159791,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-25,-0,6.06783758028619,-0.0091594196639874-2.91645187600908i,0.302351229127166-0.00016429974594373i,2216.484375,0.737499676670547
304,-20.5012419417974,7.1872778668668,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-21,14,7.09971628661925,-0.0110409614422155-2.48746264557129i,0.299142454368616-0.000320630043963925i,826.875,0.738582235062332
305,-23.071880482511,7.34541104360242,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-23,-0,7.29621216871078,0.0126308494596318-2.78606659611802i,0.302840072793119+7.96829130733645e-08i,482.34375,0.741172566525283
306,-25.9141446492231,4.48836847332958,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-26,11,4.68158198503886,-0.00138616841865186-3.10923193973601i,0.298403143550902+0.000315622167923697i,2187.7734375,0.742936050393338
307,-24.5753835536973,5.98919276089345,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-24,-0,5.85512550904567,0.00992818659414786-3.34109505431694i,0.292487572458374+8.9107726806481e-05i,545.5078125,0.742578213423292
308,-22.9254168813876,1.88447204354947,Az_-30to-20,El_0to10,Az_-30to-20_El_0to10,-23,5,1.79214122370842,-0.0179737726427153-3.08040212174219i,0.29696574820717+0.000297337812546927i,384.7265625,0.739037851717699
309,-28.8037535311025,14.485906499429,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-30,13,14.3282170283416,-0.0113003483305897-3.84072217249187i,0.301085109869363-1.9878193082086e-05i,1986.796875,0.742527861529064
310,-28.9843627601042,12.252680701989,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-29,15,12.2465192349204,0.00480651852874312-2.81564753915379i,0.305632683464485+6.06670108473789e-06i,608.671875,0.743235218853696
311,-24.6169965466685,11.0954569455078,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-24,11,11.0875678184474,0.00614945014733309-3.378784054388i,0.305608802331641+1.4853492692514e-05i,648.8671875,0.74141362127951
312,-27.1560015287144,12.6817229599614,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-27,15,12.4989709519722,0.0257166620799132-3.51035099157711i,0.301699076438321-9.79217123663403e-05i,1205.859375,0.739852296864836
313,-27.2786208933702,18.0449058389124,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-27,15,17.8006445870161,0.0394465600230889-3.06184805661674i,0.306404638131697-0.000220351145072392i,996.26953125,0.738368202512259
314,-20.1879957117856,17.0950319142851,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-20,18,16.9861062706863,-0.0179062152761496-2.4707163153353i,0.318068518335615-0.000112141919527825i,1656.62109375,0.742192982429542
315,-25.7592564050859,14.5405714760961,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-26,-0,14.5472273287156,-0.0127733370879705-3.29617928807071i,0.301341995926632+0.000266770721695037i,783.80859375,0.736172094007296
316,-21.0938621717398,17.4330979686423,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-22,16,17.3509526185013,0.00508175654608239-2.77039110953745i,0.298320926187954+3.40125418106102e-05i,456.50390625,0.737806447539195
317,-28.7060230265303,12.7086925015029,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-30,14,13.01586115783,-0.0134071028635125-3.77462410275843i,0.303930801771686-0.000108217374000484i,941.71875,0.741618804902159
318,-20.0725937714137,13.3839827104946,Az_-30to-20,El_10to20,Az_-30to-20_El_10to20,-19,15,13.1846236688015,-8.23559707014972e-05-2.46694324452257i,0.3030027744001+0.000128520021546695i,1843.2421875,0.738604543483268
319,-27.752285127403,28.3093288718414,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-27,28,28.3613843798866,0.0220264369863599-3.54388956152063i,0.296125939663498+8.46998971224672e-06i,436.40625,0.739363619679713
320,-27.2312055572891,22.6297719293712,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-25,21,22.4938258556671,0.0110916122841003-2.47840911174167i,0.305751056174862-9.57179891556484e-05i,1225.95703125,0.739395256575455
321,-28.5790829317867,27.7852438761419,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-29,29,27.870723442628,-0.00562569153041658-2.82996442683912i,0.308884107875014+0.000148784825037759i,436.40625,0.74136575516144
322,-25.2374040299847,29.0339733429061,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-25,29,29.3700668052787,0.00533439805143478-2.68200691375622i,0.306112647926967+4.80317735204946e-05i,419.1796875,0.735736048784835
323,-20.2120473361009,21.9995431438259,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-21,21,22.0063356577139,0.0120573506403816-2.81699527429772i,0.30667085209154+0.00035824118442325i,1223.0859375,0.736145046383223
324,-23.7152887651484,28.6047511860543,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-24,28,28.7647106878613,0.0146431909760123-2.6685815491745i,0.302396512497508+6.72394836141038e-05i,1915.01953125,0.7379854902633
325,-24.9502744545695,27.6790190787136,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-24,26,27.378000122327,-0.00567784939156539-2.41190197314532i,0.31171643204652-5.30865458437044e-05i,2078.671875,0.736122454336111
326,-22.7869466483646,22.5718006008004,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-23,23,22.6888353855237,-0.000576723180292805-2.6837199163449i,0.302669413046438-3.47320798753312e-05i,1027.8515625,0.73789072416029
327,-24.7281528402027,28.3167560573172,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-24,28,28.0742437305691,0.0289893204600935-2.31339946078819i,0.312312260802949-0.000236147395139538i,2012.63671875,0.742343539855588
328,-29.3476089803978,28.2264152921551,Az_-30to-20,El_20to30,Az_-30to-20_El_20to30,-29,28,28.7370553145142,0.0323777752724129-2.72560684404142i,0.317388489761411+9.67124141328379e-05i,1383.8671875,0.738053825182497
329,-21.7722247147023,38.6727650036828,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-20,36,38.6563265258782,0.00839910359075988-2.38682335369709i,0.309333691020713+0.00021448627909483i,1013.49609375,0.738239869857415
330,-29.0072395999061,34.5374486036323,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-29,34,34.7068681780811,0.00876386018264614-3.32692615756556i,0.310685405561928+0.000140152711730145i,1665.234375,0.740695218910424
331,-29.7385637705039,38.4648534733122,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-30,38,38.4095875945378,0.00131303355065659-2.31074668820015i,0.311936041262985-0.000142114558487397i,2141.8359375,0.743574723309655
332,-25.1283911019429,35.5615102621808,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-26,35,35.5339104761996,-0.00832725723507592-2.71832692848543i,0.307706455645032-1.28163479444499e-05i,2761.9921875,0.741396088406939
333,-24.0019687657999,30.8938271652358,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-24,32,30.8596316375849,-0.0201203293275224-2.97609873606699i,0.289872276722107-6.32030025917926e-05i,1360.8984375,0.741293884750455
334,-29.517467095435,39.6315541662426,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-30,40,39.3545118481199,-0.0159701069595042-2.40444685967597i,0.321488444627616-0.000107405013818944i,2463.3984375,0.738988668086808
335,-27.4610811571345,38.7337099211364,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-26,39,38.6823534143067,0.0129068409611771-2.20596643018941i,0.309064421099747+0.000270708522411629i,930.234375,0.740229981550565
336,-29.3067433123011,30.7285049676407,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-29,29,30.6821583536413,0.00133437936594433-2.63920238763675i,0.309934579300704-0.000146740015135413i,1398.22265625,0.740805482887675
337,-29.0324294157528,35.3258928505615,Az_-30to-20,El_30to40,Az_-30to-20_El_30to40,-29,36,35.2255777853175,0.00765168896687588-2.46994338667516i,0.315415654153517-0.000109715394919781i,1142.6953125,0.74136197351284
